.RUT (CBOE),776.99,+1.12,
Jan 08 2007 @ 21:29 ET (Data 15 Minutes Delayed),
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
07 Feb 800.0 (RUT BS-B),25.60,pc,9.00,9.60,0,4042,07 Feb 800.0 (RUT NS-B),32.10,-0.10,29.30,30.10,11,1451,
07 Feb 800.0 (RUT BS-8),9.85,-1.15,9.10,9.50,45,4042,07 Feb 800.0 (RUT NS-8),33.65,+4.05,29.40,30.00,8,1451,
07 Feb 810.0 (RUZ BB),6.60,+0.70,5.90,6.20,322,1453,07 Feb 810.0 (RUZ NB),38.00,+1.20,36.10,36.70,128,367,
07 Feb 810.0 (RUZ BB-E),6.45,+0.55,5.90,6.30,24,1453,07 Feb 810.0 (RUZ NB-E),36.80,pc,36.10,36.70,0,367,
07 Feb 810.0 (RUZ BB-A),6.00,-9.90,5.80,6.20,250,1453,07 Feb 810.0 (RUZ NB-A),26.60,pc,36.00,36.80,0,367,
07 Feb 810.0 (RUZ BB-B),17.20,pc,5.80,6.30,0,1453,07 Feb 810.0 (RUZ NB-B),0,pc,36.00,36.80,0,367,
07 Feb 810.0 (RUZ BB-8),6.60,-2.50,5.90,6.30,48,1453,07 Feb 810.0 (RUZ NB-8),38.00,+1.30,36.10,36.70,128,367,
07 Feb 820.0 (RUZ BD),4.00,+0.50,3.50,3.80,319,2513,07 Feb 820.0 (RUZ ND),38.20,pc,43.60,44.30,0,225,
07 Feb 820.0 (RUZ BD-E),4.00,+0.40,3.50,3.90,109,2513,07 Feb 820.0 (RUZ ND-E),38.20,pc,43.60,44.30,0,225,
07 Feb 820.0 (RUZ BD-A),4.00,pc,3.50,3.80,0,2513,07 Feb 820.0 (RUZ ND-A),0,pc,43.60,44.40,0,225,
07 Feb 820.0 (RUZ BD-B),0,pc,3.40,3.90,0,2513,07 Feb 820.0 (RUZ ND-B),30.90,pc,43.60,44.40,0,225,
07 Feb 820.0 (RUZ BD-8),3.90,+0.40,3.50,3.90,210,2513,07 Feb 820.0 (RUZ ND-8),36.10,pc,43.60,44.30,0,225,
07 Feb 830.0 (RUZ BF),2.10,-0.10,1.95,2.20,744,4909,07 Feb 830.0 (RUZ NF),53.00,pc,51.90,52.60,0,124,
07 Feb 830.0 (RUZ BF-E),2.20,--,1.95,2.20,282,4909,07 Feb 830.0 (RUZ NF-E),53.00,pc,51.90,52.60,0,124,
07 Feb 830.0 (RUZ BF-A),1.95,-3.65,1.95,2.25,25,4909,07 Feb 830.0 (RUZ NF-A),49.10,pc,51.90,52.80,0,124,
07 Feb 830.0 (RUZ BF-B),9.20,pc,1.90,2.25,0,4909,07 Feb 830.0 (RUZ NF-B),0,pc,51.90,52.70,0,124,
07 Feb 830.0 (RUZ BF-8),2.10,-0.10,1.95,2.20,437,4909,07 Feb 830.0 (RUZ NF-8),37.80,pc,51.90,52.60,0,124,
07 Feb 840.0 (RUZ BH),1.10,+0.05,0.95,1.20,1216,1788,07 Feb 840.0 (RUZ NH),60.90,pc,60.80,61.60,0,94,
07 Feb 840.0 (RUZ BH-E),1.10,--,0.95,1.20,393,1788,07 Feb 840.0 (RUZ NH-E),60.90,pc,60.80,61.60,0,94,
07 Feb 840.0 (RUZ BH-A),4.20,pc,0.95,1.25,0,1788,07 Feb 840.0 (RUZ NH-A),0,pc,60.80,61.70,0,94,
07 Feb 840.0 (RUZ BH-B),0,pc,0.90,1.25,0,1788,07 Feb 840.0 (RUZ NH-B),0,pc,60.80,61.70,0,94,
07 Feb 840.0 (RUZ BH-8),1.15,+0.10,0.95,1.20,823,1788,07 Feb 840.0 (RUZ NH-8),43.10,pc,60.80,61.60,0,94,
07 Feb 850.0 (RUZ BJ),0.60,+0.10,0.60,0.65,564,3619,07 Feb 850.0 (RUZ NJ),64.20,pc,70.20,71.20,0,109,
07 Feb 850.0 (RUZ BJ-E),0.60,+0.10,0.50,0.70,39,3619,07 Feb 850.0 (RUZ NJ-E),64.20,pc,70.20,71.20,0,109,
07 Feb 850.0 (RUZ BJ-A),2.00,pc,0.45,0.70,0,3619,07 Feb 850.0 (RUZ NJ-A),0,pc,69.90,71.40,0,109,
07 Feb 850.0 (RUZ BJ-B),6.90,pc,0.50,0.75,0,3619,07 Feb 850.0 (RUZ NJ-B),0,pc,70.20,71.20,0,109,
07 Feb 850.0 (RUZ BJ-8),0.60,-0.05,0.60,0.65,525,3619,07 Feb 850.0 (RUZ NJ-8),62.90,pc,70.20,71.20,0,109,
07 Feb 860.0 (RUZ BL),0.35,-0.05,0.30,0.40,120,3830,07 Feb 860.0 (RUZ NL),85.70,+14.80,79.80,80.80,20,61,
07 Feb 860.0 (RUZ BL-E),0.35,-0.05,0.30,0.40,68,3830,07 Feb 860.0 (RUZ NL-E),85.70,+14.80,79.80,80.80,20,61,
07 Feb 860.0 (RUZ BL-A),0.25,pc,0.20,0.40,0,3830,07 Feb 860.0 (RUZ NL-A),0,pc,79.60,81.00,0,61,
07 Feb 860.0 (RUZ BL-B),0,pc,0.20,0.45,0,3830,07 Feb 860.0 (RUZ NL-B),0,pc,79.80,80.80,0,61,
07 Feb 860.0 (RUZ BL-8),0.35,--,0.30,0.40,52,3830,07 Feb 860.0 (RUZ NL-8),0,pc,79.80,80.80,0,61,
07 Feb 870.0 (RUZ BN),0.15,-0.10,0.10,0.20,19,1566,07 Feb 870.0 (RUZ NN),92.80,+5.00,89.70,90.60,20,31,
07 Feb 870.0 (RUZ BN-E),0.15,--,0.10,0.20,5,1566,07 Feb 870.0 (RUZ NN-E),92.80,+5.00,89.70,90.60,20,31,
07 Feb 870.0 (RUZ BN-A),0.40,pc,0.05,0.20,0,1566,07 Feb 870.0 (RUZ NN-A),0,pc,89.50,90.80,0,31,
07 Feb 870.0 (RUZ BN-B),0,pc,0,0.30,0,1566,07 Feb 870.0 (RUZ NN-B),0,pc,89.70,90.60,0,31,
07 Feb 870.0 (RUZ BN-8),0.15,-0.10,0.10,0.20,14,1566,07 Feb 870.0 (RUZ NN-8),0,pc,89.70,90.60,0,31,
07 Feb 880.0 (RUZ BP),0.05,pc,0.05,0.20,0,1488,07 Feb 880.0 (RUZ NP),95.30,pc,99.50,100.50,0,73,
07 Feb 880.0 (RUZ BP-E),0.30,pc,0.05,0.20,0,1488,07 Feb 880.0 (RUZ NP-E),95.30,pc,99.50,100.50,0,73,
07 Feb 880.0 (RUZ BP-A),0.45,pc,0,0.20,0,1488,07 Feb 880.0 (RUZ NP-A),0,pc,99.40,100.70,0,73,
07 Feb 880.0 (RUZ BP-B),0,pc,0,0.20,0,1488,07 Feb 880.0 (RUZ NP-B),84.00,pc,99.40,100.50,0,73,
07 Feb 880.0 (RUZ BP-8),0.05,pc,0.05,0.20,0,1488,07 Feb 880.0 (RUZ NP-8),82.80,pc,99.50,100.50,0,73,
07 Feb 890.0 (RUZ BR),0.05,pc,0,0.25,0,1032,07 Feb 890.0 (RUZ NR),0,pc,109.30,110.50,0,0,
07 Feb 890.0 (RUZ BR-E),0.20,pc,0,0.25,0,1032,07 Feb 890.0 (RUZ NR-E),0,pc,109.30,110.50,0,0,
07 Feb 890.0 (RUZ BR-A),0,pc,0,0.25,0,1032,07 Feb 890.0 (RUZ NR-A),0,pc,109.30,110.60,0,0,
07 Feb 890.0 (RUZ BR-B),0,pc,0,0.25,0,1032,07 Feb 890.0 (RUZ NR-B),0,pc,109.20,110.60,0,0,
07 Feb 890.0 (RUZ BR-8),0.05,pc,0,0.25,0,1032,07 Feb 890.0 (RUZ NR-8),0,pc,109.30,110.50,0,0,
07 Feb 900.0 (RUZ BT),0.10,pc,0,0.20,0,1037,07 Feb 900.0 (RUZ NT),98.00,pc,119.20,120.40,0,51,
07 Feb 900.0 (RUZ BT-E),0.20,pc,0,0.20,0,1037,07 Feb 900.0 (RUZ NT-E),104.70,pc,119.20,120.40,0,51,
07 Feb 900.0 (RUZ BT-A),0,pc,0,0.20,0,1037,07 Feb 900.0 (RUZ NT-A),0,pc,119.20,120.50,0,51,
07 Feb 900.0 (RUZ BT-B),0.80,pc,0,0.25,0,1037,07 Feb 900.0 (RUZ NT-B),0,pc,119.10,120.50,0,51,
07 Feb 900.0 (RUZ BT-8),0.10,pc,0,0.20,0,1037,07 Feb 900.0 (RUZ NT-8),98.00,pc,119.20,120.40,0,51,
07 Feb 910.0 (RUZ BV),0,pc,0,0.25,0,0,07 Feb 910.0 (RUZ NV),0,pc,129.20,130.30,0,0,
07 Feb 910.0 (RUZ BV-E),0,pc,0,0.25,0,0,07 Feb 910.0 (RUZ NV-E),0,pc,129.20,130.30,0,0,
07 Feb 910.0 (RUZ BV-A),0,pc,0,0.25,0,0,07 Feb 910.0 (RUZ NV-A),0,pc,129.10,130.40,0,0,
07 Feb 910.0 (RUZ BV-B),0,pc,0,0.25,0,0,07 Feb 910.0 (RUZ NV-B),0,pc,129.10,130.40,0,0,
07 Feb 910.0 (RUZ BV-8),0,pc,0,0.25,0,0,07 Feb 910.0 (RUZ NV-8),0,pc,129.20,130.30,0,0,
07 Feb 920.0 (RUZ BW),0,pc,0,0.25,0,0,07 Feb 920.0 (RUZ NW),0,pc,139.10,140.30,0,0,
07 Feb 920.0 (RUZ BW-E),0,pc,0,0.25,0,0,07 Feb 920.0 (RUZ NW-E),0,pc,139.10,140.30,0,0,
07 Feb 920.0 (RUZ BW-A),0,pc,0,0.25,0,0,07 Feb 920.0 (RUZ NW-A),0,pc,139.10,140.40,0,0,
07 Feb 920.0 (RUZ BW-B),0,pc,0,0.25,0,0,07 Feb 920.0 (RUZ NW-B),0,pc,139.00,140.40,0,0,
07 Feb 920.0 (RUZ BW-8),0,pc,0,0.25,0,0,07 Feb 920.0 (RUZ NW-8),0,pc,139.10,140.30,0,0,
07 Feb 930.0 (RUZ BX),0,pc,0,0.25,0,0,07 Feb 930.0 (RUZ NX),0,pc,149.10,150.20,0,0,
07 Feb 930.0 (RUZ BX-E),0,pc,0,0.25,0,0,07 Feb 930.0 (RUZ NX-E),0,pc,149.10,150.20,0,0,
07 Feb 930.0 (RUZ BX-A),0,pc,0,0.25,0,0,07 Feb 930.0 (RUZ NX-A),0,pc,149.00,150.30,0,0,
07 Feb 930.0 (RUZ BX-B),0,pc,0,0.25,0,0,07 Feb 930.0 (RUZ NX-B),0,pc,149.00,150.30,0,0,
07 Feb 930.0 (RUZ BX-8),0,pc,0,0.25,0,0,07 Feb 930.0 (RUZ NX-8),0,pc,149.10,150.20,0,0,
07 Feb 940.0 (RUZ BY),0,pc,0,0.25,0,0,07 Feb 940.0 (RUZ NY),0,pc,159.00,160.20,0,0,
07 Feb 940.0 (RUZ BY-E),0,pc,0,0.25,0,0,07 Feb 940.0 (RUZ NY-E),0,pc,159.00,160.20,0,0,
07 Feb 940.0 (RUZ BY-A),0,pc,0,0.25,0,0,07 Feb 940.0 (RUZ NY-A),0,pc,159.00,160.20,0,0,
07 Feb 940.0 (RUZ BY-B),0,pc,0,0.25,0,0,07 Feb 940.0 (RUZ NY-B),0,pc,158.90,160.30,0,0,
07 Feb 940.0 (RUZ BY-8),0,pc,0,0.25,0,0,07 Feb 940.0 (RUZ NY-8),0,pc,159.00,160.20,0,0,
07 Feb 950.0 (RUZ BU),0,pc,0,0.25,0,0,07 Feb 950.0 (RUZ NU),0,pc,168.90,170.10,0,0,
07 Feb 950.0 (RUZ BU-E),0,pc,0,0.25,0,0,07 Feb 950.0 (RUZ NU-E),0,pc,168.90,170.10,0,0,
07 Feb 950.0 (RUZ BU-A),0,pc,0,0.25,0,0,07 Feb 950.0 (RUZ NU-A),0,pc,168.90,170.20,0,0,
07 Feb 950.0 (RUZ BU-B),0,pc,0,0.25,0,0,07 Feb 950.0 (RUZ NU-B),0,pc,168.80,170.20,0,0,
07 Feb 950.0 (RUZ BU-8),0,pc,0,0.25,0,0,07 Feb 950.0 (RUZ NU-8),0,pc,168.90,170.10,0,0,
07 Mar 550.0 (RUW CJ),173.00,pc,229.00,230.10,0,30,07 Mar 550.0 (RUW OJ),0.05,pc,0.05,0.30,0,707,
07 Mar 550.0 (RUW CJ-E),0,pc,229.00,230.10,0,30,07 Mar 550.0 (RUW OJ-E),0.30,pc,0.05,0.30,0,707,
07 Mar 550.0 (RUW CJ-A),0,pc,228.60,230.40,0,30,07 Mar 550.0 (RUW OJ-A),1.60,pc,0,0.30,0,707,
07 Mar 550.0 (RUW CJ-B),0,pc,228.90,230.10,0,30,07 Mar 550.0 (RUW OJ-B),0,pc,0,0.35,0,707,
07 Mar 550.0 (RUW CJ-8),173.00,pc,229.00,230.10,0,30,07 Mar 550.0 (RUW OJ-8),0.05,pc,0.05,0.30,0,707,
07 Mar 560.0 (RUW CL),164.20,pc,219.10,220.20,0,30,07 Mar 560.0 (RUW OL),0.55,pc,0.05,0.30,0,174,
07 Mar 560.0 (RUW CL-E),0,pc,219.10,220.20,0,30,07 Mar 560.0 (RUW OL-E),0,pc,0.05,0.30,0,174,
07 Mar 560.0 (RUW CL-A),0,pc,218.70,220.60,0,30,07 Mar 560.0 (RUW OL-A),1.40,pc,0,0.30,0,174,
07 Mar 560.0 (RUW CL-B),0,pc,219.00,220.30,0,30,07 Mar 560.0 (RUW OL-B),0,pc,0,0.35,0,174,
07 Mar 560.0 (RUW CL-8),164.20,pc,219.10,220.20,0,30,07 Mar 560.0 (RUW OL-8),0.55,pc,0.05,0.30,0,174,
07 Mar 570.0 (RUW CN),217.20,pc,209.30,210.40,0,21,07 Mar 570.0 (RUW ON),0.45,pc,0.05,0.35,0,212,
07 Mar 570.0 (RUW CN-E),0,pc,209.20,210.40,0,21,07 Mar 570.0 (RUW ON-E),0.45,pc,0.05,0.35,0,212,
07 Mar 570.0 (RUW CN-A),0,pc,208.80,210.80,0,21,07 Mar 570.0 (RUW ON-A),0.70,pc,0.05,0.35,0,212,
07 Mar 570.0 (RUW CN-B),0,pc,209.10,210.40,0,21,07 Mar 570.0 (RUW ON-B),0,pc,0,0.40,0,212,
07 Mar 570.0 (RUW CN-8),217.20,pc,209.30,210.40,0,21,07 Mar 570.0 (RUW ON-8),2.20,pc,0.05,0.35,0,212,
07 Mar 580.0 (RUW CP),146.30,pc,199.30,200.50,0,75,07 Mar 580.0 (RUW OP),0.55,pc,0.20,0.55,0,92,
07 Mar 580.0 (RUW CP-E),0,pc,199.30,200.50,0,75,07 Mar 580.0 (RUW OP-E),0.55,pc,0.20,0.55,0,92,
07 Mar 580.0 (RUW CP-A),0,pc,199.00,200.90,0,75,07 Mar 580.0 (RUW OP-A),2.25,pc,0.20,0.55,0,92,
07 Mar 580.0 (RUW CP-B),0,pc,199.20,200.60,0,75,07 Mar 580.0 (RUW OP-B),0,pc,0.10,0.60,0,92,
07 Mar 580.0 (RUW CP-8),146.30,pc,199.30,200.50,0,75,07 Mar 580.0 (RUW OP-8),2.50,pc,0.20,0.55,0,92,
07 Mar 590.0 (RUW CR),207.80,pc,189.50,190.70,0,31,07 Mar 590.0 (RUW OR),3.00,pc,0.30,0.65,0,41,
07 Mar 590.0 (RUW CR-E),207.80,pc,189.50,190.70,0,31,07 Mar 590.0 (RUW OR-E),0,pc,0.30,0.65,0,41,
07 Mar 590.0 (RUW CR-A),0,pc,189.20,191.10,0,31,07 Mar 590.0 (RUW OR-A),3.20,pc,0.30,0.65,0,41,
07 Mar 590.0 (RUW CR-B),0,pc,189.40,190.70,0,31,07 Mar 590.0 (RUW OR-B),0,pc,0.15,0.70,0,41,
07 Mar 590.0 (RUW CR-8),147.40,pc,189.50,190.70,0,31,07 Mar 590.0 (RUW OR-8),3.00,pc,0.30,0.65,0,41,
07 Mar 600.0 (RUW CT),177.00,-5.00,179.80,181.00,2,183,07 Mar 600.0 (RUW OT),0.55,--,0.40,0.80,50,1919,
07 Mar 600.0 (RUW CT-E),198.10,pc,179.80,181.00,0,183,07 Mar 600.0 (RUW OT-E),0.55,--,0.40,0.80,50,1919,
07 Mar 600.0 (RUW CT-A),147.40,pc,179.40,181.40,0,183,07 Mar 600.0 (RUW OT-A),1.30,pc,0.40,0.80,0,1919,
07 Mar 600.0 (RUW CT-B),0,pc,179.70,181.10,0,183,07 Mar 600.0 (RUW OT-B),0,pc,0.30,0.80,0,1919,
07 Mar 600.0 (RUW CT-8),177.00,-5.00,179.80,181.00,2,183,07 Mar 600.0 (RUW OT-8),1.10,pc,0.40,0.80,0,1919,
07 Mar 610.0 (RUY CB),130.40,pc,170.00,171.20,0,30,07 Mar 610.0 (RUY OB),0.50,pc,0.55,0.95,0,367,
07 Mar 610.0 (RUY CB-E),0,pc,170.00,171.20,0,30,07 Mar 610.0 (RUY OB-E),1.05,pc,0.55,0.95,0,367,
07 Mar 610.0 (RUY CB-A),0,pc,169.70,171.60,0,30,07 Mar 610.0 (RUY OB-A),3.70,pc,0.55,0.95,0,367,
07 Mar 610.0 (RUY CB-B),0,pc,169.90,171.20,0,30,07 Mar 610.0 (RUY OB-B),1.10,pc,0.45,1.00,0,367,
07 Mar 610.0 (RUY CB-8),130.40,pc,170.00,171.20,0,30,07 Mar 610.0 (RUY OB-8),0.50,pc,0.55,0.95,0,367,
07 Mar 620.0 (RUY CD),113.90,pc,160.30,161.50,0,77,07 Mar 620.0 (RUY OD),1.75,pc,0.75,1.00,0,713,
07 Mar 620.0 (RUY CD-E),0,pc,160.30,161.50,0,77,07 Mar 620.0 (RUY OD-E),17.50,pc,0.75,1.00,0,713,
07 Mar 620.0 (RUY CD-A),109.00,pc,160.00,161.90,0,77,07 Mar 620.0 (RUY OD-A),3.00,pc,0.75,1.05,0,713,
07 Mar 620.0 (RUY CD-B),0,pc,160.20,161.60,0,77,07 Mar 620.0 (RUY OD-B),0,pc,0.70,1.05,0,713,
07 Mar 620.0 (RUY CD-8),113.90,pc,160.30,161.50,0,77,07 Mar 620.0 (RUY OD-8),1.75,pc,0.75,1.00,0,713,
07 Mar 630.0 (RUY CF),169.50,pc,150.70,151.90,0,46,07 Mar 630.0 (RUY OF),1.10,pc,1.05,1.30,0,608,
07 Mar 630.0 (RUY CF-E),169.50,pc,150.70,151.90,0,46,07 Mar 630.0 (RUY OF-E),1.10,pc,1.05,1.30,0,608,
07 Mar 630.0 (RUY CF-A),0,pc,150.30,152.30,0,46,07 Mar 630.0 (RUY OF-A),1.10,pc,1.05,1.35,0,608,
07 Mar 630.0 (RUY CF-B),0,pc,150.60,151.90,0,46,07 Mar 630.0 (RUY OF-B),1.00,pc,0.95,1.35,0,608,
07 Mar 630.0 (RUY CF-8),100.90,pc,150.70,151.90,0,46,07 Mar 630.0 (RUY OF-8),1.10,pc,1.05,1.30,0,608,
07 Mar 640.0 (RUY CH),154.70,pc,141.20,142.30,0,128,07 Mar 640.0 (RUY OH),1.60,pc,1.35,1.65,0,857,
07 Mar 640.0 (RUY CH-E),154.70,pc,141.20,142.30,0,128,07 Mar 640.0 (RUY OH-E),1.50,pc,1.35,1.65,0,857,
07 Mar 640.0 (RUY CH-A),132.30,pc,140.80,142.80,0,128,07 Mar 640.0 (RUY OH-A),1.50,pc,1.35,1.70,0,857,
07 Mar 640.0 (RUY CH-B),0,pc,141.10,142.40,0,128,07 Mar 640.0 (RUY OH-B),0,pc,1.30,1.70,0,857,
07 Mar 640.0 (RUY CH-8),144.40,pc,141.20,142.30,0,128,07 Mar 640.0 (RUY OH-8),1.60,pc,1.35,1.65,0,857,
07 Mar 650.0 (RUY CJ),86.60,pc,131.70,132.80,0,31,07 Mar 650.0 (RUY OJ),1.90,-0.05,1.75,2.00,1,2103,
07 Mar 650.0 (RUY CJ-E),0,pc,131.70,132.80,0,31,07 Mar 650.0 (RUY OJ-E),3.20,pc,1.75,2.00,0,2103,
07 Mar 650.0 (RUY CJ-A),0,pc,131.70,132.80,0,31,07 Mar 650.0 (RUY OJ-A),2.95,pc,1.75,2.10,0,2103,
07 Mar 650.0 (RUY CJ-B),0,pc,131.60,132.90,0,31,07 Mar 650.0 (RUY OJ-B),0,pc,1.70,2.05,0,2103,
07 Mar 650.0 (RUY CJ-8),86.60,pc,131.70,132.80,0,31,07 Mar 650.0 (RUY OJ-8),1.90,-0.05,1.75,2.00,1,2103,
07 Mar 660.0 (RUY CL),141.50,pc,122.30,123.40,0,20,07 Mar 660.0 (RUY OL),2.50,-0.05,2.30,2.55,11,1425,
07 Mar 660.0 (RUY CL-E),141.50,pc,122.30,123.40,0,20,07 Mar 660.0 (RUY OL-E),2.40,pc,2.30,2.55,0,1425,
07 Mar 660.0 (RUY CL-A),0,pc,122.30,123.40,0,20,07 Mar 660.0 (RUY OL-A),2.50,pc,2.30,2.60,0,1425,
07 Mar 660.0 (RUY CL-B),0,pc,122.20,123.50,0,20,07 Mar 660.0 (RUY OL-B),0,pc,2.25,2.60,0,1425,
07 Mar 660.0 (RUY CL-8),70.50,pc,122.30,123.40,0,20,07 Mar 660.0 (RUY OL-8),2.50,-0.05,2.30,2.55,11,1425,
07 Mar 670.0 (RUY CN),0,pc,113.40,114.10,0,0,07 Mar 670.0 (RUY ON),2.95,-0.25,2.85,3.20,1,985,
07 Mar 670.0 (RUY CN-E),0,pc,113.40,114.10,0,0,07 Mar 670.0 (RUY ON-E),3.00,pc,2.85,3.20,0,985,
07 Mar 670.0 (RUY CN-A),0,pc,113.00,114.10,0,0,07 Mar 670.0 (RUY ON-A),3.00,pc,2.85,3.20,0,985,
07 Mar 670.0 (RUY CN-B),0,pc,113.30,114.20,0,0,07 Mar 670.0 (RUY ON-B),0,pc,2.80,3.30,0,985,
07 Mar 670.0 (RUY CN-8),0,pc,113.40,114.10,0,0,07 Mar 670.0 (RUY ON-8),2.95,-0.25,2.85,3.20,1,985,
07 Mar 680.0 (RUY CP),105.30,-16.20,104.20,105.00,20,35,07 Mar 680.0 (RUY OP),4.10,pc,3.60,3.80,0,1077,
07 Mar 680.0 (RUY CP-E),105.30,-16.20,104.20,105.00,20,35,07 Mar 680.0 (RUY OP-E),3.70,pc,3.60,4.00,0,1077,
07 Mar 680.0 (RUY CP-A),0,pc,103.80,105.00,0,35,07 Mar 680.0 (RUY OP-A),4.10,pc,3.60,4.00,0,1077,
07 Mar 680.0 (RUY CP-B),0,pc,104.10,105.10,0,35,07 Mar 680.0 (RUY OP-B),0,pc,3.50,4.00,0,1077,
07 Mar 680.0 (RUY CP-8),0,pc,104.20,105.00,0,35,07 Mar 680.0 (RUY OP-8),3.50,pc,3.60,3.80,0,1077,
07 Mar 690.0 (RUY CR),114.50,pc,95.30,96.00,0,42,07 Mar 690.0 (RUY OR),4.80,pc,4.50,4.90,0,278,
07 Mar 690.0 (RUY CR-E),114.50,pc,95.30,96.00,0,42,07 Mar 690.0 (RUY OR-E),4.80,pc,4.50,4.90,0,278,
07 Mar 690.0 (RUY CR-A),0,pc,94.80,96.00,0,42,07 Mar 690.0 (RUY OR-A),10.80,pc,4.50,4.90,0,278,
07 Mar 690.0 (RUY CR-B),0,pc,95.20,96.10,0,42,07 Mar 690.0 (RUY OR-B),0,pc,4.40,5.00,0,278,
07 Mar 690.0 (RUY CR-8),118.00,pc,95.20,96.00,0,42,07 Mar 690.0 (RUY OR-8),4.20,pc,4.50,4.90,0,278,
07 Mar 700.0 (RUT CT),97.00,pc,86.50,87.20,0,8281,07 Mar 700.0 (RUT OT),5.70,-0.70,5.60,6.00,6,1305,
07 Mar 700.0 (RUT CT-E),93.00,pc,86.50,87.20,0,8281,07 Mar 700.0 (RUT OT-E),5.70,-0.30,5.60,6.00,5,1305,
07 Mar 700.0 (RUT CT-A),58.00,pc,86.10,87.20,0,8281,07 Mar 700.0 (RUT OT-A),6.00,pc,5.60,6.00,0,1305,
07 Mar 700.0 (RUT CT-B),0,pc,86.40,87.30,0,8281,07 Mar 700.0 (RUT OT-B),4.50,pc,5.50,6.10,0,1305,
07 Mar 700.0 (RUT CT-8),97.00,pc,86.40,87.20,0,8281,07 Mar 700.0 (RUT OT-8),6.30,-0.10,5.60,6.00,1,1305,
07 Mar 710.0 (RUT CB),94.70,pc,77.80,78.70,0,38,07 Mar 710.0 (RUT OB),6.80,-0.70,6.90,7.30,6,245,
07 Mar 710.0 (RUT CB-E),94.70,pc,77.70,78.70,0,38,07 Mar 710.0 (RUT OB-E),6.80,+0.80,6.90,7.30,5,245,
07 Mar 710.0 (RUT CB-A),0,pc,77.50,78.70,0,38,07 Mar 710.0 (RUT OB-A),7.50,pc,6.90,7.40,0,245,
07 Mar 710.0 (RUT CB-B),0,pc,77.80,78.70,0,38,07 Mar 710.0 (RUT OB-B),9.00,pc,6.80,7.40,0,245,
07 Mar 710.0 (RUT CB-8),100.40,pc,77.80,78.70,0,38,07 Mar 710.0 (RUT OB-8),7.60,-0.10,6.90,7.30,1,245,
07 Mar 720.0 (RUT CD),87.30,pc,69.50,70.40,0,60,07 Mar 720.0 (RUT OD),9.40,+0.70,8.50,8.90,20,858,
07 Mar 720.0 (RUT CD-E),70.10,pc,69.50,70.40,0,60,07 Mar 720.0 (RUT OD-E),7.20,pc,8.50,8.90,0,858,
07 Mar 720.0 (RUT CD-A),49.70,pc,69.20,70.40,0,60,07 Mar 720.0 (RUT OD-A),8.70,pc,8.50,9.00,0,858,
07 Mar 720.0 (RUT CD-B),0,pc,69.40,70.50,0,60,07 Mar 720.0 (RUT OD-B),0,pc,8.40,9.00,0,858,
07 Mar 720.0 (RUT CD-8),87.30,pc,69.40,70.40,0,60,07 Mar 720.0 (RUT OD-8),9.40,+1.70,8.50,8.90,20,858,
07 Mar 730.0 (RUT CF),62.70,pc,61.40,62.30,0,241,07 Mar 730.0 (RUT OF),10.10,-0.90,10.30,10.80,780,2152,
07 Mar 730.0 (RUT CF-E),62.70,pc,61.40,62.30,0,241,07 Mar 730.0 (RUT OF-E),11.20,+2.20,10.30,10.80,750,2152,
07 Mar 730.0 (RUT CF-A),83.30,pc,61.20,62.30,0,241,07 Mar 730.0 (RUT OF-A),10.00,pc,10.30,10.80,0,2152,
07 Mar 730.0 (RUT CF-B),0,pc,61.30,62.40,0,241,07 Mar 730.0 (RUT OF-B),0,pc,10.20,10.90,0,2152,
07 Mar 730.0 (RUT CF-8),78.90,pc,61.30,62.30,0,241,07 Mar 730.0 (RUT OF-8),10.10,-0.90,10.30,10.80,30,2152,
07 Mar 740.0 (RUT CH),53.40,-6.30,53.70,54.50,61,123,07 Mar 740.0 (RUT OH),14.40,+1.90,12.50,13.00,53,4569,
07 Mar 740.0 (RUT CH-E),59.70,pc,53.70,54.50,0,123,07 Mar 740.0 (RUT OH-E),14.40,+1.10,12.50,13.00,53,4569,
07 Mar 740.0 (RUT CH-A),59.40,pc,53.50,54.50,0,123,07 Mar 740.0 (RUT OH-A),13.40,pc,12.50,13.00,0,4569,
07 Mar 740.0 (RUT CH-B),0,pc,53.60,54.60,0,123,07 Mar 740.0 (RUT OH-B),13.00,pc,12.40,13.10,0,4569,
07 Mar 740.0 (RUT CH-8),53.40,-16.60,53.60,54.50,61,123,07 Mar 740.0 (RUT OH-8),12.50,pc,12.50,13.00,0,4569,
07 Mar 750.0 (RUT CJ),45.00,-10.40,46.30,47.20,21,131,07 Mar 750.0 (RUT OJ),16.80,+4.80,15.00,15.60,110,9631,
07 Mar 750.0 (RUT CJ-E),44.80,-17.00,46.30,47.20,10,131,07 Mar 750.0 (RUT OJ-E),11.30,pc,15.00,15.60,0,9631,
07 Mar 750.0 (RUT CJ-A),39.20,pc,46.10,47.20,0,131,07 Mar 750.0 (RUT OJ-A),15.10,pc,15.00,15.60,0,9631,
07 Mar 750.0 (RUT CJ-B),62.00,pc,46.20,47.20,0,131,07 Mar 750.0 (RUT OJ-B),15.10,pc,14.90,15.70,0,9631,
