.RUT (CBOE),776.99,+1.12,
Jan 08 2007 @ 21:29 ET (Data 15 Minutes Delayed),
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
07 Apr 660.0 (RUY DL),125.30,-0.40,127.10,128.20,40,0,07 Apr 660.0 (RUY PL),0,pc,4.90,5.30,0,0,
07 Apr 660.0 (RUY DL-E),0,pc,127.10,128.20,0,0,07 Apr 660.0 (RUY PL-E),0,pc,4.90,5.30,0,0,
07 Apr 660.0 (RUY DL-A),0,pc,126.90,128.20,0,0,07 Apr 660.0 (RUY PL-A),0,pc,4.90,5.30,0,0,
07 Apr 660.0 (RUY DL-B),0,pc,127.00,128.30,0,0,07 Apr 660.0 (RUY PL-B),0,pc,4.80,5.40,0,0,
07 Apr 660.0 (RUY DL-8),125.30,-0.40,127.10,128.20,40,0,07 Apr 660.0 (RUY PL-8),0,pc,4.90,5.30,0,0,
07 Apr 670.0 (RUY DN),0,pc,118.20,119.30,0,0,07 Apr 670.0 (RUY PN),6.00,pc,5.90,6.30,0,85,
07 Apr 670.0 (RUY DN-E),0,pc,118.20,119.30,0,0,07 Apr 670.0 (RUY PN-E),0,pc,5.90,6.30,0,85,
07 Apr 670.0 (RUY DN-A),0,pc,118.00,119.30,0,0,07 Apr 670.0 (RUY PN-A),6.00,pc,5.90,6.30,0,85,
07 Apr 670.0 (RUY DN-B),0,pc,118.10,119.30,0,0,07 Apr 670.0 (RUY PN-B),0,pc,5.80,6.40,0,85,
07 Apr 670.0 (RUY DN-8),0,pc,118.20,119.30,0,0,07 Apr 670.0 (RUY PN-8),5.70,pc,5.90,6.30,0,85,
07 Apr 680.0 (RUY DP),0,pc,109.50,110.50,0,0,07 Apr 680.0 (RUY PP),8.30,+1.20,7.00,7.40,5,85,
07 Apr 680.0 (RUY DP-E),0,pc,109.50,110.50,0,0,07 Apr 680.0 (RUY PP-E),8.30,--,7.00,7.40,5,85,
07 Apr 680.0 (RUY DP-A),0,pc,109.20,110.50,0,0,07 Apr 680.0 (RUY PP-A),7.10,pc,7.00,7.40,0,85,
07 Apr 680.0 (RUY DP-B),0,pc,109.40,110.50,0,0,07 Apr 680.0 (RUY PP-B),0,pc,6.90,7.50,0,85,
07 Apr 680.0 (RUY DP-8),0,pc,109.50,110.50,0,0,07 Apr 680.0 (RUY PP-8),6.70,pc,7.00,7.40,0,85,
07 Apr 690.0 (RUY DR),119.90,pc,100.90,102.00,0,45,07 Apr 690.0 (RUY PR),9.80,+2.00,8.30,8.80,5,10,
07 Apr 690.0 (RUY DR-E),0,pc,100.90,102.00,0,45,07 Apr 690.0 (RUY PR-E),9.80,--,8.30,8.80,5,10,
07 Apr 690.0 (RUY DR-A),0,pc,100.70,102.00,0,45,07 Apr 690.0 (RUY PR-A),0,pc,8.30,8.80,0,10,
07 Apr 690.0 (RUY DR-B),0,pc,100.80,102.00,0,45,07 Apr 690.0 (RUY PR-B),0,pc,8.20,8.90,0,10,
07 Apr 690.0 (RUY DR-8),119.90,pc,100.90,102.00,0,45,07 Apr 690.0 (RUY PR-8),7.80,pc,8.30,8.80,0,10,
07 Apr 700.0 (RUT DT),0,pc,92.50,93.40,0,0,07 Apr 700.0 (RUT PT),9.85,+0.15,9.80,10.30,2,153,
07 Apr 700.0 (RUT DT-E),0,pc,92.50,93.40,0,0,07 Apr 700.0 (RUT PT-E),9.70,pc,9.70,10.30,0,153,
07 Apr 700.0 (RUT DT-A),0,pc,92.30,93.40,0,0,07 Apr 700.0 (RUT PT-A),11.00,pc,9.80,10.30,0,153,
07 Apr 700.0 (RUT DT-B),0,pc,92.40,93.40,0,0,07 Apr 700.0 (RUT PT-B),0,pc,9.60,10.40,0,153,
07 Apr 700.0 (RUT DT-8),0,pc,92.50,93.40,0,0,07 Apr 700.0 (RUT PT-8),9.85,+0.85,9.70,10.30,2,153,
07 Apr 710.0 (RUT DB),0,pc,84.30,85.30,0,0,07 Apr 710.0 (RUT PB),11.60,pc,11.40,12.00,0,3,
07 Apr 710.0 (RUT DB-E),0,pc,84.30,85.30,0,0,07 Apr 710.0 (RUT PB-E),0,pc,11.10,12.00,0,3,
07 Apr 710.0 (RUT DB-A),0,pc,84.20,85.30,0,0,07 Apr 710.0 (RUT PB-A),0,pc,11.40,12.00,0,3,
07 Apr 710.0 (RUT DB-B),0,pc,84.10,85.30,0,0,07 Apr 710.0 (RUT PB-B),0,pc,11.10,12.10,0,3,
07 Apr 710.0 (RUT DB-8),0,pc,84.30,85.30,0,0,07 Apr 710.0 (RUT PB-8),11.60,pc,11.40,12.00,0,3,
07 Apr 720.0 (RUT DD),90.40,pc,76.40,77.30,0,50,07 Apr 720.0 (RUT PD),13.50,pc,13.30,13.90,0,20,
07 Apr 720.0 (RUT DD-E),0,pc,76.40,77.30,0,50,07 Apr 720.0 (RUT PD-E),0,pc,13.30,13.90,0,20,
07 Apr 720.0 (RUT DD-A),0,pc,76.20,77.30,0,50,07 Apr 720.0 (RUT PD-A),0,pc,13.30,13.90,0,20,
07 Apr 720.0 (RUT DD-B),0,pc,76.30,77.30,0,50,07 Apr 720.0 (RUT PD-B),0,pc,13.20,13.90,0,20,
07 Apr 720.0 (RUT DD-8),90.40,pc,76.40,77.30,0,50,07 Apr 720.0 (RUT PD-8),13.50,pc,13.30,13.90,0,20,
07 Apr 730.0 (RUT DF),67.70,-14.70,68.70,69.60,10,50,07 Apr 730.0 (RUT PF),12.45,pc,15.40,16.00,0,15,
07 Apr 730.0 (RUT DF-E),67.70,--,68.70,69.60,10,50,07 Apr 730.0 (RUT PF-E),0,pc,15.40,16.00,0,15,
07 Apr 730.0 (RUT DF-A),0,pc,68.60,69.60,0,50,07 Apr 730.0 (RUT PF-A),0,pc,15.40,16.00,0,15,
07 Apr 730.0 (RUT DF-B),0,pc,68.60,69.60,0,50,07 Apr 730.0 (RUT PF-B),0,pc,15.30,16.10,0,15,
07 Apr 730.0 (RUT DF-8),82.40,pc,68.70,69.60,0,50,07 Apr 730.0 (RUT PF-8),12.45,pc,15.40,16.00,0,15,
07 Apr 740.0 (RUT DH),67.40,pc,61.30,62.10,0,74,07 Apr 740.0 (RUT PH),0,pc,17.80,18.40,0,0,
07 Apr 740.0 (RUT DH-E),0,pc,61.30,62.10,0,74,07 Apr 740.0 (RUT PH-E),0,pc,17.80,18.40,0,0,
07 Apr 740.0 (RUT DH-A),0,pc,61.20,62.10,0,74,07 Apr 740.0 (RUT PH-A),0,pc,17.80,18.40,0,0,
07 Apr 740.0 (RUT DH-B),0,pc,61.20,62.10,0,74,07 Apr 740.0 (RUT PH-B),0,pc,17.70,18.50,0,0,
07 Apr 740.0 (RUT DH-8),67.40,pc,61.30,62.10,0,74,07 Apr 740.0 (RUT PH-8),0,pc,17.80,18.40,0,0,
07 Apr 750.0 (RUT DJ),60.00,pc,54.20,55.10,0,64,07 Apr 750.0 (RUT PJ),20.60,pc,20.60,21.20,0,100,
07 Apr 750.0 (RUT DJ-E),0,pc,54.20,55.10,0,64,07 Apr 750.0 (RUT PJ-E),0,pc,20.50,21.20,0,100,
07 Apr 750.0 (RUT DJ-A),0,pc,54.10,55.10,0,64,07 Apr 750.0 (RUT PJ-A),0,pc,20.50,21.20,0,100,
07 Apr 750.0 (RUT DJ-B),0,pc,54.10,55.10,0,64,07 Apr 750.0 (RUT PJ-B),0,pc,20.40,21.20,0,100,
07 Apr 750.0 (RUT DJ-8),60.00,pc,54.20,55.10,0,64,07 Apr 750.0 (RUT PJ-8),20.60,pc,20.60,21.20,0,100,
07 Apr 760.0 (RUT DL),52.90,pc,47.50,48.30,0,68,07 Apr 760.0 (RUT PL),23.70,pc,23.60,24.30,0,551,
07 Apr 760.0 (RUT DL-E),0,pc,47.50,48.30,0,68,07 Apr 760.0 (RUT PL-E),23.70,pc,23.60,24.30,0,551,
07 Apr 760.0 (RUT DL-A),62.50,pc,47.40,48.30,0,68,07 Apr 760.0 (RUT PL-A),19.30,pc,23.60,24.30,0,551,
07 Apr 760.0 (RUT DL-B),0,pc,47.40,48.30,0,68,07 Apr 760.0 (RUT PL-B),0,pc,23.50,24.30,0,551,
07 Apr 760.0 (RUT DL-8),52.90,pc,47.50,48.30,0,68,07 Apr 760.0 (RUT PL-8),19.20,pc,23.60,24.30,0,551,
07 Apr 770.0 (RUT DN),52.50,pc,41.10,42.00,0,10,07 Apr 770.0 (RUT PN),21.00,pc,27.10,27.80,0,1,
07 Apr 770.0 (RUT DN-E),52.50,pc,41.10,42.00,0,10,07 Apr 770.0 (RUT PN-E),0,pc,27.00,27.80,0,1,
07 Apr 770.0 (RUT DN-A),0,pc,41.00,42.00,0,10,07 Apr 770.0 (RUT PN-A),0,pc,27.00,27.80,0,1,
07 Apr 770.0 (RUT DN-B),0,pc,41.00,42.00,0,10,07 Apr 770.0 (RUT PN-B),0,pc,27.00,27.80,0,1,
07 Apr 770.0 (RUT DN-8),0,pc,41.10,42.00,0,10,07 Apr 770.0 (RUT PN-8),21.00,pc,27.10,27.80,0,1,
07 Apr 780.0 (RUT DP),46.10,pc,35.10,36.00,0,10,07 Apr 780.0 (RUT PP),27.50,pc,30.90,31.70,0,126,
07 Apr 780.0 (RUT DP-E),46.10,pc,35.10,36.00,0,10,07 Apr 780.0 (RUT PP-E),0,pc,30.90,31.70,0,126,
07 Apr 780.0 (RUT DP-A),0,pc,35.10,36.00,0,10,07 Apr 780.0 (RUT PP-A),25.70,pc,30.90,31.70,0,126,
07 Apr 780.0 (RUT DP-B),0,pc,35.00,36.10,0,10,07 Apr 780.0 (RUT PP-B),0,pc,30.80,31.80,0,126,
07 Apr 780.0 (RUT DP-8),0,pc,35.10,36.00,0,10,07 Apr 780.0 (RUT PP-8),27.50,pc,30.90,31.70,0,126,
07 Apr 790.0 (RUT DR),30.85,--,29.60,30.50,1,0,07 Apr 790.0 (RUT PR),28.10,pc,35.20,36.10,0,50,
07 Apr 790.0 (RUT DR-E),0,pc,29.60,30.50,0,0,07 Apr 790.0 (RUT PR-E),0,pc,35.20,36.10,0,50,
07 Apr 790.0 (RUT DR-A),0,pc,29.60,30.50,0,0,07 Apr 790.0 (RUT PR-A),0,pc,35.20,36.10,0,50,
07 Apr 790.0 (RUT DR-B),0,pc,29.50,30.50,0,0,07 Apr 790.0 (RUT PR-B),0,pc,35.10,36.10,0,50,
07 Apr 790.0 (RUT DR-8),30.85,--,29.60,30.50,1,0,07 Apr 790.0 (RUT PR-8),28.10,pc,35.20,36.10,0,50,
07 Apr 800.0 (RUT DS),32.40,pc,24.60,25.40,0,60,07 Apr 800.0 (RUT PS),41.00,+0.80,40.00,41.00,11,12,
07 Apr 800.0 (RUT DS-E),32.40,pc,24.60,25.40,0,60,07 Apr 800.0 (RUT PS-E),40.20,pc,40.00,41.00,0,12,
07 Apr 800.0 (RUT DS-A),32.50,pc,24.60,25.40,0,60,07 Apr 800.0 (RUT PS-A),0,pc,40.00,41.00,0,12,
07 Apr 800.0 (RUT DS-B),0,pc,24.50,25.50,0,60,07 Apr 800.0 (RUT PS-B),0,pc,39.90,41.10,0,12,
07 Apr 800.0 (RUT DS-8),37.40,pc,24.60,25.40,0,60,07 Apr 800.0 (RUT PS-8),41.00,--,40.00,41.00,11,12,
07 Apr 810.0 (RUZ DB),0,pc,20.20,20.90,0,0,07 Apr 810.0 (RUZ PB),47.30,+10.70,45.30,46.30,25,50,
07 Apr 810.0 (RUZ DB-E),0,pc,20.20,20.90,0,0,07 Apr 810.0 (RUZ PB-E),47.30,--,45.30,46.30,25,50,
07 Apr 810.0 (RUZ DB-A),0,pc,20.20,20.90,0,0,07 Apr 810.0 (RUZ PB-A),0,pc,45.30,46.30,0,50,
07 Apr 810.0 (RUZ DB-B),0,pc,20.00,21.00,0,0,07 Apr 810.0 (RUZ PB-B),0,pc,45.30,46.30,0,50,
07 Apr 810.0 (RUZ DB-8),0,pc,20.20,20.90,0,0,07 Apr 810.0 (RUZ PB-8),36.60,pc,45.30,46.30,0,50,
07 Apr 820.0 (RUZ DD),14.90,-1.10,16.30,16.90,3,11,07 Apr 820.0 (RUZ PD),0,pc,51.20,52.20,0,0,
07 Apr 820.0 (RUZ DD-E),14.90,-1.10,16.30,16.90,3,11,07 Apr 820.0 (RUZ PD-E),0,pc,51.20,52.20,0,0,
07 Apr 820.0 (RUZ DD-A),0,pc,16.20,16.90,0,11,07 Apr 820.0 (RUZ PD-A),0,pc,51.20,52.20,0,0,
07 Apr 820.0 (RUZ DD-B),0,pc,16.20,17.00,0,11,07 Apr 820.0 (RUZ PD-B),0,pc,51.20,52.20,0,0,
07 Apr 820.0 (RUZ DD-8),21.30,pc,16.30,16.90,0,11,07 Apr 820.0 (RUZ PD-8),0,pc,51.20,52.20,0,0,
07 Apr 830.0 (RUZ DF),17.50,pc,12.90,13.40,0,60,07 Apr 830.0 (RUZ PF),47.50,pc,57.60,58.70,0,12,
07 Apr 830.0 (RUZ DF-E),17.30,pc,12.90,13.40,0,60,07 Apr 830.0 (RUZ PF-E),0,pc,57.60,58.70,0,12,
07 Apr 830.0 (RUZ DF-A),17.50,pc,12.70,13.40,0,60,07 Apr 830.0 (RUZ PF-A),0,pc,57.60,58.70,0,12,
07 Apr 830.0 (RUZ DF-B),0,pc,12.80,13.50,0,60,07 Apr 830.0 (RUZ PF-B),0,pc,57.60,58.80,0,12,
07 Apr 830.0 (RUZ DF-8),0,pc,12.90,13.40,0,60,07 Apr 830.0 (RUZ PF-8),47.50,pc,57.60,58.70,0,12,
07 Apr 840.0 (RUZ DH),10.25,-6.55,10.10,10.40,2,52,07 Apr 840.0 (RUZ PH),52.30,pc,64.60,65.70,0,50,
07 Apr 840.0 (RUZ DH-E),15.20,pc,10.10,10.40,0,52,07 Apr 840.0 (RUZ PH-E),0,pc,64.60,65.70,0,50,
07 Apr 840.0 (RUZ DH-A),0,pc,9.90,10.40,0,52,07 Apr 840.0 (RUZ PH-A),0,pc,64.60,65.70,0,50,
07 Apr 840.0 (RUZ DH-B),0,pc,10.00,10.50,0,52,07 Apr 840.0 (RUZ PH-B),0,pc,64.60,65.70,0,50,
07 Apr 840.0 (RUZ DH-8),10.25,-6.55,10.10,10.40,2,52,07 Apr 840.0 (RUZ PH-8),52.30,pc,64.60,65.70,0,50,
07 Apr 850.0 (RUZ DJ),8.00,-5.50,7.60,8.00,50,50,07 Apr 850.0 (RUZ PJ),0,pc,72.00,73.00,0,0,
07 Apr 850.0 (RUZ DJ-E),8.00,--,7.60,8.00,50,50,07 Apr 850.0 (RUZ PJ-E),0,pc,72.00,73.00,0,0,
07 Apr 850.0 (RUZ DJ-A),0,pc,7.50,8.00,0,50,07 Apr 850.0 (RUZ PJ-A),0,pc,72.00,73.00,0,0,
07 Apr 850.0 (RUZ DJ-B),0,pc,7.50,8.10,0,50,07 Apr 850.0 (RUZ PJ-B),0,pc,71.90,73.10,0,0,
07 Apr 850.0 (RUZ DJ-8),13.50,pc,7.60,8.00,0,50,07 Apr 850.0 (RUZ PJ-8),0,pc,72.00,73.00,0,0,
07 Apr 860.0 (RUZ DL),0,pc,5.60,6.00,0,0,07 Apr 860.0 (RUZ PL),79.30,pc,79.80,80.90,0,10,
07 Apr 860.0 (RUZ DL-E),0,pc,5.60,6.00,0,0,07 Apr 860.0 (RUZ PL-E),79.30,pc,79.80,80.90,0,10,
07 Apr 860.0 (RUZ DL-A),0,pc,5.60,6.00,0,0,07 Apr 860.0 (RUZ PL-A),0,pc,79.80,80.90,0,10,
07 Apr 860.0 (RUZ DL-B),0,pc,5.50,6.10,0,0,07 Apr 860.0 (RUZ PL-B),0,pc,79.80,81.00,0,10,
07 Apr 860.0 (RUZ DL-8),0,pc,5.60,6.00,0,0,07 Apr 860.0 (RUZ PL-8),0,pc,79.80,80.90,0,10,
07 Apr 870.0 (RUZ DN),6.30,pc,4.00,4.40,0,49,07 Apr 870.0 (RUZ PN),87.10,pc,88.10,89.20,0,10,
07 Apr 870.0 (RUZ DN-E),6.30,pc,4.00,4.40,0,49,07 Apr 870.0 (RUZ PN-E),0,pc,88.10,89.20,0,10,
07 Apr 870.0 (RUZ DN-A),0,pc,4.00,4.40,0,49,07 Apr 870.0 (RUZ PN-A),87.10,pc,88.10,89.20,0,10,
07 Apr 870.0 (RUZ DN-B),0,pc,3.90,4.50,0,49,07 Apr 870.0 (RUZ PN-B),0,pc,88.00,89.30,0,10,
07 Apr 870.0 (RUZ DN-8),8.30,pc,4.00,4.40,0,49,07 Apr 870.0 (RUZ PN-8),0,pc,88.10,89.20,0,10,
07 Apr 880.0 (RUZ DP),2.80,-1.80,2.80,3.20,6,409,07 Apr 880.0 (RUZ PP),80.10,pc,96.70,97.70,0,40,
07 Apr 880.0 (RUZ DP-E),4.60,pc,2.80,3.20,0,409,07 Apr 880.0 (RUZ PP-E),91.60,pc,96.70,97.70,0,40,
07 Apr 880.0 (RUZ DP-A),0,pc,2.80,3.20,0,409,07 Apr 880.0 (RUZ PP-A),95.30,pc,96.70,97.90,0,40,
07 Apr 880.0 (RUZ DP-B),0,pc,2.75,3.30,0,409,07 Apr 880.0 (RUZ PP-B),0,pc,96.70,97.80,0,40,
07 Apr 880.0 (RUZ DP-8),2.80,-3.60,2.80,3.20,6,409,07 Apr 880.0 (RUZ PP-8),80.10,pc,96.70,97.70,0,40,
07 Apr 890.0 (RUZ DR),2.10,-0.40,2.00,2.25,5,259,07 Apr 890.0 (RUZ PR),89.10,pc,105.50,106.70,0,51,
07 Apr 890.0 (RUZ DR-E),2.10,-1.10,2.00,2.40,5,259,07 Apr 890.0 (RUZ PR-E),101.10,pc,105.50,106.70,0,51,
07 Apr 890.0 (RUZ DR-A),0,pc,1.95,2.25,0,259,07 Apr 890.0 (RUZ PR-A),94.80,pc,105.50,106.90,0,51,
07 Apr 890.0 (RUZ DR-B),0,pc,1.85,2.45,0,259,07 Apr 890.0 (RUZ PR-B),97.00,pc,105.50,106.80,0,51,
07 Apr 890.0 (RUZ DR-8),2.50,pc,2.00,2.40,0,259,07 Apr 890.0 (RUZ PR-8),89.10,pc,105.50,106.70,0,51,
07 Apr 900.0 (RUZ DT),3.10,pc,1.20,1.60,0,109,07 Apr 900.0 (RUZ PT),97.00,pc,114.70,115.80,0,22,
07 Apr 900.0 (RUZ DT-E),3.10,pc,1.20,1.60,0,109,07 Apr 900.0 (RUZ PT-E),97.00,pc,114.70,115.80,0,22,
07 Apr 900.0 (RUZ DT-A),0,pc,1.20,1.60,0,109,07 Apr 900.0 (RUZ PT-A),0,pc,114.70,116.10,0,22,
07 Apr 900.0 (RUZ DT-B),0,pc,1.15,1.65,0,109,07 Apr 900.0 (RUZ PT-B),0,pc,114.70,115.90,0,22,
07 Apr 900.0 (RUZ DT-8),3.50,pc,1.20,1.60,0,109,07 Apr 900.0 (RUZ PT-8),97.00,pc,114.70,115.80,0,22,
07 Apr 910.0 (RUZ DV),1.05,--,0.80,1.15,5,0,07 Apr 910.0 (RUZ PV),0,pc,124.00,125.20,0,0,
07 Apr 910.0 (RUZ DV-E),1.05,--,0.80,1.15,5,0,07 Apr 910.0 (RUZ PV-E),0,pc,124.00,125.20,0,0,
07 Apr 910.0 (RUZ DV-A),0,pc,0.80,1.15,0,0,07 Apr 910.0 (RUZ PV-A),0,pc,123.80,125.60,0,0,
07 Apr 910.0 (RUZ DV-B),0,pc,0.70,1.20,0,0,07 Apr 910.0 (RUZ PV-B),0,pc,123.90,125.30,0,0,
07 Apr 910.0 (RUZ DV-8),0,pc,0.80,1.15,0,0,07 Apr 910.0 (RUZ PV-8),0,pc,124.00,125.20,0,0,
07 Apr 920.0 (RUZ DW),0,pc,0.50,0.85,0,0,07 Apr 920.0 (RUZ PW),0,pc,133.60,134.70,0,0,
07 Apr 920.0 (RUZ DW-E),0,pc,0.50,0.85,0,0,07 Apr 920.0 (RUZ PW-E),0,pc,133.60,134.70,0,0,
07 Apr 920.0 (RUZ DW-A),0,pc,0.50,0.85,0,0,07 Apr 920.0 (RUZ PW-A),0,pc,133.40,135.10,0,0,
07 Apr 920.0 (RUZ DW-B),0,pc,0.40,0.90,0,0,07 Apr 920.0 (RUZ PW-B),0,pc,133.60,134.80,0,0,
07 Apr 920.0 (RUZ DW-8),0,pc,0.50,0.85,0,0,07 Apr 920.0 (RUZ PW-8),0,pc,133.60,134.70,0,0,
07 Apr 930.0 (RUZ DX),0,pc,0.25,0.65,0,0,07 Apr 930.0 (RUZ PX),0,pc,143.20,144.30,0,0,
07 Apr 930.0 (RUZ DX-E),0,pc,0.25,0.65,0,0,07 Apr 930.0 (RUZ PX-E),0,pc,143.20,144.30,0,0,
07 Apr 930.0 (RUZ DX-A),0,pc,0.25,0.65,0,0,07 Apr 930.0 (RUZ PX-A),0,pc,143.00,144.80,0,0,
07 Apr 930.0 (RUZ DX-B),0,pc,0.20,0.70,0,0,07 Apr 930.0 (RUZ PX-B),0,pc,143.20,144.40,0,0,
07 Apr 930.0 (RUZ DX-8),0,pc,0.25,0.65,0,0,07 Apr 930.0 (RUZ PX-8),0,pc,143.20,144.30,0,0,
07 Apr 940.0 (RUZ DY),0,pc,0.10,0.50,0,0,07 Apr 940.0 (RUZ PY),0,pc,153.00,154.00,0,0,
07 Apr 940.0 (RUZ DY-E),0,pc,0.10,0.50,0,0,07 Apr 940.0 (RUZ PY-E),0,pc,153.00,154.00,0,0,
07 Apr 940.0 (RUZ DY-A),0,pc,0.10,0.50,0,0,07 Apr 940.0 (RUZ PY-A),0,pc,152.80,154.40,0,0,
07 Apr 940.0 (RUZ DY-B),0,pc,0.05,0.55,0,0,07 Apr 940.0 (RUZ PY-B),0,pc,152.90,154.10,0,0,
07 Apr 940.0 (RUZ DY-8),0,pc,0.10,0.50,0,0,07 Apr 940.0 (RUZ PY-8),0,pc,153.00,154.00,0,0,
07 Apr 950.0 (RUZ DU),0.25,pc,0.05,0.40,0,14,07 Apr 950.0 (RUZ PU),0,pc,162.70,163.80,0,0,
07 Apr 950.0 (RUZ DU-E),0,pc,0.05,0.40,0,14,07 Apr 950.0 (RUZ PU-E),0,pc,162.70,163.80,0,0,
07 Apr 950.0 (RUZ DU-A),0,pc,0,0.40,0,14,07 Apr 950.0 (RUZ PU-A),0,pc,162.50,164.20,0,0,
07 Apr 950.0 (RUZ DU-B),0,pc,0,0.45,0,14,07 Apr 950.0 (RUZ PU-B),0,pc,162.70,163.90,0,0,
07 Apr 950.0 (RUZ DU-8),0.25,pc,0.05,0.40,0,14,07 Apr 950.0 (RUZ PU-8),0,pc,162.70,163.80,0,0,
07 Jun 550.0 (RUW FJ),202.80,pc,234.30,235.40,0,427,07 Jun 550.0 (RUW RJ),1.45,-0.20,1.45,1.85,30,829,
07 Jun 550.0 (RUW FJ-E),0,pc,0,0,0,427,07 Jun 550.0 (RUW RJ-E),0,pc,0,0,0,829,
07 Jun 550.0 (RUW FJ-A),192.50,pc,233.80,235.40,0,427,07 Jun 550.0 (RUW RJ-A),1.65,pc,1.45,1.85,0,829,
07 Jun 550.0 (RUW FJ-B),0,pc,234.20,235.50,0,427,07 Jun 550.0 (RUW RJ-B),1.40,pc,1.40,1.95,0,829,
07 Jun 550.0 (RUW FJ-8),202.80,pc,234.30,235.40,0,427,07 Jun 550.0 (RUW RJ-8),1.45,-0.10,1.45,1.90,30,829,
07 Jun 560.0 (RUW FL),0,pc,224.80,225.90,0,0,07 Jun 560.0 (RUW RL),2.20,+0.25,1.80,2.20,10,2250,
07 Jun 560.0 (RUW FL-A),0,pc,224.30,225.90,0,0,07 Jun 560.0 (RUW RL-A),1.95,pc,1.80,2.20,0,2250,
07 Jun 560.0 (RUW FL-B),0,pc,224.60,226.10,0,0,07 Jun 560.0 (RUW RL-B),1.70,pc,1.75,2.25,0,2250,
07 Jun 560.0 (RUW FL-8),0,pc,224.80,226.00,0,0,07 Jun 560.0 (RUW RL-8),2.20,+0.30,1.80,2.20,10,2250,
07 Jun 580.0 (RUW FP),0,pc,206.10,207.20,0,0,07 Jun 580.0 (RUW RP),3.10,-0.50,2.65,3.00,10,10,
07 Jun 580.0 (RUW FP-A),0,pc,205.60,207.20,0,0,07 Jun 580.0 (RUW RP-A),0,pc,2.65,3.00,0,10,
07 Jun 580.0 (RUW FP-B),0,pc,206.00,207.30,0,0,07 Jun 580.0 (RUW RP-B),0,pc,2.60,3.20,0,10,
07 Jun 580.0 (RUW FP-8),0,pc,206.10,207.20,0,0,07 Jun 580.0 (RUW RP-8),3.10,-0.50,2.65,3.10,10,10,
07 Jun 600.0 (RUW FT),199.10,pc,187.70,188.70,0,427,07 Jun 600.0 (RUW RT),4.20,-0.60,3.70,4.10,10,393,
07 Jun 600.0 (RUW FT-E),199.10,pc,187.70,188.70,0,427,07 Jun 600.0 (RUW RT-E),0,pc,3.70,4.20,0,393,
07 Jun 600.0 (RUW FT-A),155.50,pc,187.30,188.70,0,427,07 Jun 600.0 (RUW RT-A),19.10,pc,3.70,4.10,0,393,
07 Jun 600.0 (RUW FT-B),0,pc,187.60,188.80,0,427,07 Jun 600.0 (RUW RT-B),0,pc,3.60,4.30,0,393,
07 Jun 600.0 (RUW FT-8),208.90,pc,187.70,188.70,0,427,07 Jun 600.0 (RUW RT-8),4.20,-0.60,3.70,4.20,10,393,
07 Jun 610.0 (RUY FB),190.00,pc,178.60,179.50,0,33,07 Jun 610.0 (RUY RB),5.60,pc,4.40,4.70,0,10,
07 Jun 610.0 (RUY FB-E),190.10,pc,178.60,179.50,0,33,07 Jun 610.0 (RUY RB-E),0,pc,4.40,4.80,0,10,
07 Jun 610.0 (RUY FB-A),0,pc,178.20,179.50,0,33,07 Jun 610.0 (RUY RB-A),0,pc,4.40,4.70,0,10,
07 Jun 610.0 (RUY FB-B),189.50,pc,178.50,179.60,0,33,07 Jun 610.0 (RUY RB-B),0,pc,4.30,4.90,0,10,
07 Jun 610.0 (RUY FB-8),199.70,pc,178.60,179.50,0,33,07 Jun 610.0 (RUY RB-8),5.60,pc,4.40,4.80,0,10,
07 Jun 620.0 (RUY FD),169.00,-12.00,169.50,170.50,10,22,07 Jun 620.0 (RUY RD),6.20,pc,5.20,5.50,0,92,
07 Jun 620.0 (RUY FD-E),181.00,pc,169.50,170.50,0,22,07 Jun 620.0 (RUY RD-E),0,pc,5.20,5.60,0,92,
07 Jun 620.0 (RUY FD-A),0,pc,169.20,170.50,0,22,07 Jun 620.0 (RUY RD-A),5.90,pc,5.20,5.50,0,92,
07 Jun 620.0 (RUY FD-B),167.70,-1.30,169.40,170.60,10,22,07 Jun 620.0 (RUY RD-B),0,pc,5.10,5.70,0,92,
07 Jun 620.0 (RUY FD-8),190.70,pc,169.50,170.50,0,22,07 Jun 620.0 (RUY RD-8),6.20,pc,5.20,5.60,0,92,
07 Jun 630.0 (RUY FF),172.00,pc,160.60,161.60,0,22,07 Jun 630.0 (RUY RF),5.80,pc,6.00,6.40,0,39,
07 Jun 630.0 (RUY FF-E),172.00,pc,160.60,161.60,0,22,07 Jun 630.0 (RUY RF-E),0,pc,6.00,6.40,0,39,
07 Jun 630.0 (RUY FF-A),0,pc,160.20,161.60,0,22,07 Jun 630.0 (RUY RF-A),6.80,pc,6.00,6.40,0,39,
07 Jun 630.0 (RUY FF-B),0,pc,160.50,161.70,0,22,07 Jun 630.0 (RUY RF-B),0,pc,5.90,6.50,0,39,
07 Jun 630.0 (RUY FF-8),181.70,pc,160.60,161.60,0,22,07 Jun 630.0 (RUY RF-8),5.80,pc,6.00,6.40,0,39,
07 Jun 640.0 (RUY FH),163.20,pc,151.80,152.80,0,33,07 Jun 640.0 (RUY RH),6.70,pc,6.90,7.30,0,38,
07 Jun 640.0 (RUY FH-E),163.30,pc,151.80,152.80,0,33,07 Jun 640.0 (RUY RH-E),0,pc,6.90,7.40,0,38,
